date,action,symbol,shares,price,amount
2024-09-05,BUY,GVR,3329900,33.119998931884766,110451713.86994801
2024-09-05,BUY,VCB,1843300,59.83000183105469,110450069.33874588
2024-09-05,BUY,VIB,7585000,14.539999961853027,110451328.5602212
2024-09-06,SELL,GVR,3329900,33.70000076293945,112049306.09170133
2024-09-06,SELL,VHM,698200,43.900001525878906,30605004.5937706
2024-09-06,SELL,VCB,1843300,59.900001525878906,110248052.30343361
2024-09-06,SELL,VPB,6018200,17.649999618530273,106061895.86268254
2024-09-06,BUY,GAS,1605400,72.11000061035156,115939043.0723282
2024-09-06,BUY,SAB,2344400,49.380001068115234,115940124.2158455
2024-09-06,BUY,TCB,5322700,21.75,115942378.08750002
2024-09-06,BUY,VJC,1115300,103.80000305175781,115941795.61873093
2024-09-09,SELL,GAS,1605400,72.62999725341797,116425297.29425126
2024-09-09,SELL,VIB,7585000,14.34000015258789,108605747.80564308
2024-09-09,BUY,VHM,1025100,43.0,44145418.95
2024-09-09,BUY,VPB,2511600,17.549999237060547,44144695.950926974
2024-09-10,SELL,TCB,5322700,21.229999542236328,112831417.18561612
2024-09-10,SELL,VPB,2511600,17.360000610351562,43535975.466659546
2024-09-10,SELL,VJC,1115300,104.19999694824219,116039935.21147996
2024-09-10,BUY,SSB,8473400,14.100000381469727,119654155.64719412
2024-09-10,BUY,VCB,2021500,59.099998474121094,119649852.88580896
2024-09-10,BUY,TPB,9058000,13.1899995803833,119654228.7234106
2024-09-11,SELL,TPB,9058000,13.229999542236328,119657579.8497963
2024-09-11,BUY,VJC,2140000,105.0,225037050.0
2024-09-12,SELL_REGIME,VCB,2021500,59.439998626708984,119977720.28805637
2024-09-12,SELL_REGIME,SSB,8473400,12.489999771118164,105674014.91450177
2024-09-12,SELL_REGIME,VHM,1025100,43.099998474121094,44115535.72316781
2024-09-12,SELL_REGIME,SAB,2344400,48.2400016784668,112924219.14509507
2024-09-12,SELL_REGIME,VJC,2140000,105.30000305175781,225003993.52096558
2024-09-17,BUY,LPB,8635500,23.1200008392334,199952246.39807084
2024-09-17,BUY,VCB,3322000,60.099998474121094,199951673.22342685
2024-09-17,BUY,VHM,4537500,44.0,199949475.0
2024-09-17,BUY,SAB,4057900,49.20000076293945,199948156.12057593
2024-09-17,BUY,VJC,1901400,105.0,199946470.5
2024-09-18,SELL,LPB,8635500,23.040000915527344,198663485.01417732
2024-09-18,SELL,VCB,3322000,60.43000030517578,200447338.32227325
2024-09-18,BUY,VRE,300,19.149999618530273,5753.617385387422
2024-09-18,BUY,VIC,300,21.31999969482422,6405.5939083099365
