date,action,symbol,shares,price,amount
2025-06-20,BUY,STB,1456800,46.599998474121094,67988708.09376526
2025-06-20,BUY,VIC,1564200,43.400001525878906,67988111.81035995
2025-06-20,BUY,PLX,1734000,39.150001525878906,67987931.79984283
2025-06-23,SELL,GAS,548600,68.38999938964844,37462475.534663394
2025-06-23,SELL,VIC,1564200,46.400001525878906,72470014.06319962
2025-06-23,BUY,SAB,6107200,44.439998626708984,271811065.5524567
2025-06-23,BUY,BSR,23316700,11.640000343322754,271813505.5991614
2025-06-24,SELL,SAB,6107200,44.79999923706055,273192151.5075653
2025-06-24,SELL,BSR,23316700,11.079999923706055,257961510.66974536
2025-06-24,BUY,GAS,852600,65.08999633789062,55578974.47400207
2025-06-24,BUY,TPB,4394200,12.630000114440918,55581994.6226306
2025-06-25,SELL,PLX,1734000,37.29999923706055,64581181.379047394
2025-06-25,SELL,TPB,4394200,12.770000457763672,56029765.10748787
2025-06-25,BUY,FPT,551900,99.44000244140625,54963258.753433235
2025-06-25,BUY,ACB,2582800,21.25,54966826.75
2025-06-26,SELL,GAS,852600,64.5199966430664,54927234.5141716
2025-06-26,SELL,FPT,551900,99.36000061035156,54754529.16034775
2025-06-26,BUY,SAB,5820500,45.560001373291016,265579760.97523025
2025-06-26,BUY,LPB,8824700,30.049999237060547,265580001.60968918
2025-06-27,SELL,SAB,5820500,45.65999984741211,265365383.0681944
2025-06-27,SELL,ACB,2582800,21.200000762939453,54673228.92756424
2025-06-27,SELL,LPB,8824700,30.190000534057617,266018071.1663289
2025-06-27,BUY,MSN,522700,76.80000305175781,40203576.63754655
2025-06-27,BUY,VPB,2208100,18.18000030517578,40203473.561869435
2025-06-27,BUY,SSI,1832200,21.90999984741211,40203716.97300912
2025-06-30,SELL,MSN,522700,76.80000305175781,40083146.55276108
2025-06-30,BUY,PLX,2940100,37.25,109683003.0875
2025-07-01,SELL,VPB,2208100,18.1299991607666,39972801.8701684
2025-07-01,SELL,STB,1456800,46.95000076293945,68294165.96978302
2025-07-01,SELL,SSI,1832200,21.739999771118164,39772279.539271735
2025-07-01,BUY,GAS,3118400,62.54999923706055,195348501.4972809
2025-07-01,BUY,LPB,6420600,30.3799991607666,195350409.3455355
2025-07-01,BUY,MSN,2593800,75.19999694824219,195346332.71247712
2025-07-02,SELL,GAS,3118400,62.54999923706055,194763333.74441835
2025-07-02,SELL,PLX,2940100,36.95000076293945,108473742.19725361
2025-07-02,BUY,STB,420900,47.54999923706055,20043815.370897103
2025-07-02,BUY,VIC,419600,47.70000076293945,20044942.700609587
2025-07-03,SELL,LPB,6420600,30.709999084472656,196880855.1915825
2025-07-03,SELL,VIC,419600,47.25,19796360.85
2025-07-03,BUY,SAB,1666100,44.36000061035156,74019059.31243211
2025-07-03,BUY,GAS,1185200,62.36000061035156,74019936.33247375
2025-07-04,SELL,GAS,1185200,62.54999923706055,74023057.70712052
2025-07-04,SELL,MSN,2593800,74.5999984741211,193207229.82811204
2025-07-04,BUY,VJC,1685900,89.80000305175781,151620915.88267595
2025-07-04,BUY,TPB,11548000,13.109999656677246,151621367.4493618
2025-07-07,SELL,SAB,1666100,44.5,74030237.825
2025-07-07,SELL,TCB,1143800,33.68000030517578,38465399.57253647
2025-07-07,SELL,TPB,11548000,13.489999771118164,155548843.58083725
2025-07-07,BUY,SHB,5945400,12.130000114440918,72225879.23441763
2025-07-07,BUY,VRE,2828100,25.5,72224724.825
2025-07-07,BUY,MSN,964100,74.80000305175781,72222854.96661301
2025-07-08,SELL,VJC,1685900,95.0,159920259.25
2025-07-08,SELL,STB,420900,47.650001525878906,20025801.813779067
2025-07-08,SELL,VRE,2828100,25.799999237060547,72855530.37556744
2025-07-08,BUY,TCB,2640800,33.68000030517578,89075558.02311707
2025-07-08,BUY,VCB,1517300,58.619998931884766,89077540.56591779
2025-07-08,BUY,ACB,3997500,22.25,89077791.5625
2025-07-09,SELL,SHB,5945400,12.220000267028809,72543810.4032117
2025-07-09,SELL,ACB,3997500,22.450000762939453,89609262.23277569
2025-07-09,SELL,VCB,1517300,61.099998474121094,92567967.14325677
2025-07-09,BUY,VJC,949100,94.0,89349223.10000001
2025-07-09,BUY,TPB,6282700,14.199999809265137,89348160.30987258
2025-07-09,BUY,SSI,3515100,25.3799991607666,89347054.9025857
2025-07-10,SELL,VJC,949100,96.0,90976929.60000001
2025-07-10,SELL,MSN,964100,76.9000015258789,74028082.53389321
2025-07-10,SELL,TPB,6282700,14.149999618530273,88766852.29943514
2025-07-10,SELL,SSI,3515100,25.739999771118164,90342955.18566428
2025-07-10,BUY,VHM,733800,86.0,63201460.2
2025-07-10,BUY,VPL,673400,93.69999694824219,63192224.31186372
2025-07-10,BUY,HPG,2810900,22.450000762939453,63199364.20526333
2025-07-10,BUY,VRE,2218100,28.450000762939453,63199604.11231442
2025-07-11,SELL,VHM,733800,87.9000015258789,64404269.58801041
